item_id,score,extracted,gold,latency_ms,provider,engine_latency_ms,finish,error
gsm8k/test/837,0.0,None,120,9231.2,groq,1999,stop,
gsm8k/test/838,0.0,None,15,2452.7,groq,1703,stop,
gsm8k/test/839,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""3d469e54-cc1d-403f-a9b2-918bdee58403"",""conversationId"":""88fc7405-e0bf-4fba-b314-45811112a936"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/840,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""bd18c5db-63cc-40f7-95d9-ac2ec264026e"",""conversationId"":""c543fef4-8146-4863-b489-b73947d320fc"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/841,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""bbff14f3-afa0-49ce-9098-d394caaa610b"",""conversationId"":""2bd2d1e0-5f68-40eb-a72d-b59a0c9522c3"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/842,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""fa85c77a-03f1-4b6c-8244-620a201fb402"",""conversationId"":""ceaeb2c3-51cf-4f4e-b941-b682a9f04864"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/843,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""5849595c-eed0-445e-8e93-83427cfd3ad5"",""conversationId"":""a95434d0-4c6c-4f3a-adf2-dc96e9fbcaad"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/844,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""48b40e0a-70fe-4c1e-8832-9a45442c9aec"",""conversationId"":""2aea2220-ab1d-4499-b900-19ec8c98eab5"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/845,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""32d2be4d-00f2-4725-baf6-ad201cf3b120"",""conversationId"":""ec78520b-c5bf-4897-911f-9ff1d4c9977b"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/846,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""a34e0719-c118-4d83-8204-93d7477d9570"",""conversationId"":""e1a7bb80-155f-4fe9-a78b-2239edcfe966"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/847,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""3b777705-3ac9-4f52-a1c6-4f0bf5c1d2d0"",""conversationId"":""0eec55e0-518f-4815-8417-3aeecb853459"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/848,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""ab40d784-ecd5-4be2-ada4-7221625d9c9b"",""conversationId"":""7c154d3a-d57a-457d-b0d1-1ec3dd0520e0"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/849,0.0,None,75,8671.2,groq,1290,stop,
gsm8k/test/850,0.0,None,70,8599.8,groq,1624,stop,
gsm8k/test/851,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""c7322eeb-222a-4521-9613-616f9cdde447"",""conversationId"":""c1d3f7ed-40a5-4177-836f-b3c2f8a0c0cd"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/852,0.0,None,123,19091.2,groq,2577,stop,
gsm8k/test/853,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""599ae023-9b21-4b75-9af3-a2f89a098033"",""conversationId"":""96d8f4a4-581e-4bcc-b841-3824dbf8a93c"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/854,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""43202fb0-c7dc-4896-8703-d8ca38d72554"",""conversationId"":""31eb68bb-2161-42dc-8685-67085fd582b9"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/855,0.0,None,13,2879.0,groq,2529,stop,
gsm8k/test/856,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""e368c5f0-e8ea-4064-8d76-11e3e5f225a5"",""conversationId"":""be1dd39e-31d3-4973-90b7-673c9254b57a"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/857,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""9b8371a5-6836-45e8-820b-fb6e7c039ad7"",""conversationId"":""d100acc2-3be1-4d02-9393-f1267c78deef"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/858,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""50b962d3-eb21-40e1-a4bc-08df8a0c8db0"",""conversationId"":""a80862a4-5e2a-441a-9d1e-0f6ab0562f78"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/859,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""f910b5f2-0c52-4aa0-b896-ac4f393752a7"",""conversationId"":""1ad65fee-0763-4a71-acce-b823c8f37538"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/860,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""4eb31b12-7d67-4ea1-b106-d2e2c1e6064c"",""conversationId"":""ca56d85c-5812-4728-b56e-b07509db1211"",""error"":""All Groq keys on cooldown"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""openrouter"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed"""
gsm8k/test/861,0.0,None,30,12997.9,groq,2055,stop,
gsm8k/test/862,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""579efc35-5bdc-4124-adb6-e515c342daf7"",""conversationId"":""6137590a-d5cf-4eae-8361-e3609a8659ca"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/863,0.0,None,110,13213.2,groq,2040,stop,
gsm8k/test/864,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""0040180d-e8cc-47a6-b607-da00be4d0a2c"",""conversationId"":""ba7f4a69-3e89-4039-a9c8-b0a8279553d5"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/865,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""e4e84760-a819-433b-941b-f7e57965d87f"",""conversationId"":""b321e391-0b6c-42f2-aaf6-b457993d20b6"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/866,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""665bdc53-abb2-47b2-a2e6-15b54ab1c55d"",""conversationId"":""e719a071-b487-4714-996d-f1f02ebaa711"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/867,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""ac630dbc-3136-4595-9874-99b716899f28"",""conversationId"":""0cb4a24d-1026-49f6-9ac9-ce9bb45eb51b"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/868,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""f7ec73db-ec76-4f8f-a667-e1cfe66c0fa5"",""conversationId"":""88e3b8b2-4c76-4e89-befc-733486eedfab"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/869,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""d46c72ce-1a18-4a1a-9b1d-45e96c7ec74d"",""conversationId"":""05a40989-e0b9-40b3-a809-3457cbafb52c"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/870,0.0,None,40,9262.8,groq,1674,stop,
gsm8k/test/871,0.0,None,48,5352.0,groq,2650,stop,
gsm8k/test/872,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""1a8bd8f6-2765-4188-9d50-20f35f937298"",""conversationId"":""c41d686e-39ae-4de7-ad56-4459954bed93"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/873,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""abc9aefc-fb87-47c3-b129-dd05423b4d16"",""conversationId"":""caeda26c-8155-4582-b8bc-9f02a8d91ad4"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/874,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""47a90502-f867-4632-876f-dfdbb5d0009d"",""conversationId"":""0c291a52-6637-48da-85f1-0814457de7b3"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/875,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""314f6184-4512-48cc-adb0-ed181146a501"",""conversationId"":""d0a86d51-5341-449e-bdac-5d93781722a4"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/876,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""d9598b87-871f-4558-8191-63ad59f370f1"",""conversationId"":""1f6a52c5-50ad-4680-b9dc-2c2a542b280c"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/877,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""a4f5dcdd-b498-41c9-9e1a-9b3ebb0329b2"",""conversationId"":""f05eb7c9-1f35-4635-844a-a6e1503ba94a"",""error"":""All Groq keys on cooldown"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""openrouter"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed"""
gsm8k/test/878,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""fdefb5e7-c589-4d7c-ade1-e336cc8dcde9"",""conversationId"":""bfe6befc-e3df-43e2-a500-b5bacd0e5a2e"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/879,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""8f6811af-a665-4fee-a30f-38b598c56a30"",""conversationId"":""c4dca035-feab-40b0-967d-b2526109de8f"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/880,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""86e8e8cb-16c6-4f0d-9f7b-1c24d1fd57fd"",""conversationId"":""ef0a16e0-3cd3-49fa-93b8-dfdf4a28944c"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/881,0.0,None,16,17737.4,groq,1229,stop,
gsm8k/test/882,1.0,$5,5,18183.2,groq,2823,stop,
gsm8k/test/883,0.0,None,25,9508.2,groq,1974,stop,
gsm8k/test/884,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""bb5eb97f-a608-4e26-9c5a-6640f9654ddd"",""conversationId"":""a4eab969-3661-4d0e-9be7-97b52631ae31"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/885,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""b8873bb2-f915-46fe-9121-7c3f455f72d4"",""conversationId"":""8e40bfc9-fdf2-433d-b166-e84414261561"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/886,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""31476730-a97e-4381-902e-cbf443157c7f"",""conversationId"":""ba11da28-9b53-494d-b6a8-2aa95b332088"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/887,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""5604c3a8-b9ee-482d-87dd-532c71df6e79"",""conversationId"":""cf1858bf-572d-4cf2-ab90-f3b2223556ac"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/888,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""938ce93c-8b51-400a-b472-3a12b114737d"",""conversationId"":""3c3b8a4e-4d1e-4f50-9cd4-8b4fe735d7a0"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/889,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""7c7e3ae9-e1a7-49ae-bee3-b583e571fa97"",""conversationId"":""38b9d534-3567-4316-abc3-9b98a2fe197f"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/890,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""4bbb6e00-2c20-4ef7-8c37-b4234f0e9443"",""conversationId"":""13fa5a09-f922-46fc-bfab-efd8ee5b1551"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/891,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""dca2cd5b-4d57-4b1a-8228-5fc075cf5e7f"",""conversationId"":""741fff8d-6272-4234-839d-34ca08dc91b7"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/892,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""c7484b2f-5ca2-44b7-8c9d-ebebeb90ee62"",""conversationId"":""e2f0e096-6d8e-44aa-9b03-76b11a816c76"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/893,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""e511170d-da68-41cc-acdf-11c0fddeae2c"",""conversationId"":""d09c1993-c72f-4177-a93c-63723d5b4afc"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/894,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""36d07645-eae4-4afc-8065-ede1e8708a83"",""conversationId"":""04a05792-057c-4d5d-bdc0-bd9fe1b15451"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/895,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""988eda09-69c1-4890-b350-efdcf2558ec9"",""conversationId"":""a88dab7e-40a5-4fcd-ac9d-3da5fda2876d"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/896,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""02ae4a67-2f4c-4097-9a3c-ebf370d1f021"",""conversationId"":""8af6c5ba-c99a-484b-b723-ab98162c18db"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/897,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""c790a2bc-d8c9-464b-a5c2-653edcc2a9b4"",""conversationId"":""9279347b-69d8-4c48-84ef-8e50b89aa989"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/898,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""76d5c5e9-ce71-4cc8-8032-7a66223106b0"",""conversationId"":""981a6859-d14a-4c4c-a846-7c1f2c050b96"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/899,0.0,None,16,18575.7,groq,1969,stop,
gsm8k/test/900,0.0,None,15,18505.5,groq,1898,stop,
gsm8k/test/901,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""23099965-8812-41d8-9c28-657a7ed25eb3"",""conversationId"":""b83e42ea-ad82-4a26-818e-b5f74cb0761f"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/902,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""a1d233cd-a312-4c98-ba0f-6567b87ca8eb"",""conversationId"":""378ef91c-44a3-4f0a-8fae-e0e00f6688f1"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/903,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""0e6a4a63-b233-4562-86cb-d4f26319a69d"",""conversationId"":""24aa05c7-0f29-4731-a865-30a95cce031a"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/904,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""cd222173-af49-4adb-bb83-f425c2a501a3"",""conversationId"":""11677a25-c82e-4195-8003-c1c068e3df2f"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/905,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""8471fd73-21f4-4c9a-bfb5-4572296d9fe0"",""conversationId"":""e8d29cf5-edca-4a21-8ef1-112288832d6b"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/906,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""f8f3fc6a-9df2-4f11-b098-f1c98e398339"",""conversationId"":""e079a565-6c8a-4e01-a03d-f0140bf59001"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/907,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""2e454377-87b7-4ecc-8db9-1784954b20cb"",""conversationId"":""3cd9902d-7598-4471-b995-953b41071e96"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/908,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""b2d15da5-2386-461e-a62d-d3c9b3e204b6"",""conversationId"":""71995528-91cc-4410-a932-10764c2f6f7b"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/909,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""33e3cc43-3387-48d4-bcfb-93bf33ec434b"",""conversationId"":""9e90da77-5211-446a-befd-f380201d3483"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/910,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""52a8eddc-65d6-4a9c-ae4b-33fa1da20270"",""conversationId"":""6dd73c92-e832-4065-87fe-ada74ed9bacc"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/911,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""236a5991-01ca-4799-9239-b73bddb9d730"",""conversationId"":""f891abf5-757f-4327-b16b-d316c0741cbd"",""error"":""All OpenRouter models permanently unavailable"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""provider"":""groq"",""outcome"":""failed""},{""provider"":""openrouter"
gsm8k/test/912,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""809c10af-1f70-45a6-b708-96227fdcca85"",""conversationId"":""9c7776a7-d9ed-4fa5-84fe-646baba73513"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
gsm8k/test/913,,,,,,,,"HTTP 500 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""8d5225aa-4d28-4636-8486-5d69cc6a7ba0"",""conversationId"":""de408154-9d3e-4cd4-b931-ccfe839d005d"",""error"":""429 Rate limit exceeded: free-models-per-day. Add 10 credits to unlock 1000 free model requests per day"",""fallbackChain"":[{""provider"":""gemini"",""outcome"":""failed""},{""pr"
