item_id,score,extracted,gold,latency_ms,provider,engine_latency_ms,finish,error
gsm8k/test/655,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""1c527a9c-4997-433c-a81d-97042f43dcf9"",""conversationId"":""13fa35c8-f2e5-4257-8830-5de028b75759"",""error"":""All providers exhausted | task=research | chain=gemini:failed(unknown) → openrouter:failed(rate_limit) → groq:failed(unknown) → gemini:failed(unknown) → openrouter:fai"
gsm8k/test/656,1.0,10,10,18878.4,gemini,16569,stop,
gsm8k/test/657,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""94593e5c-2568-4b90-a52d-f717fcb0e8c7"",""conversationId"":""859f003d-9a70-474b-8906-cdb22c675277"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/658,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""70bb4d77-7e65-42a6-9f7d-45b98369d74c"",""conversationId"":""a2235942-3a12-4c0b-a2b1-d98b825b8699"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(rate_limit) → gemini:failed(unknown) → groq:failed(u"
gsm8k/test/659,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""95504f84-713c-4121-94d0-33ad570cbf68"",""conversationId"":""5aa14ae5-72c1-4320-b747-b888e30c107b"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(rate_limit) → gemini:failed(unknown) → groq:failed(u"
gsm8k/test/660,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""8f5245c8-c36a-4760-8711-118d009f88d1"",""conversationId"":""2a47a0bb-c66f-4d59-b849-772cf8ae60e8"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/661,0.0,None,44,26884.6,groq,1370,stop,
gsm8k/test/662,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""5e719b3e-a7c2-4a8a-a941-2a4f374987fe"",""conversationId"":""c3c160dc-1891-4198-8c19-d0f34966587b"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/663,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""9374b9c7-581d-4410-b058-9291d93fb708"",""conversationId"":""284c0d32-f243-43c4-914a-6b5d5be9713d"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/664,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""d8851848-b498-4473-bd8f-f16d92043262"",""conversationId"":""0ac3d988-ffa4-4d1a-9231-2335bd127bf7"",""error"":""All providers exhausted | task=coding | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:failed"
gsm8k/test/665,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""fb514a7a-83f1-4ef9-8ecd-bcc2cff4c023"",""conversationId"":""16f6f0bc-995c-48cb-9df3-91c4d5217421"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/666,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""b6c501d8-7294-4874-a6a4-cdcba744b1e1"",""conversationId"":""48efe110-10d7-4ec1-b5b0-ec677237c635"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/667,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""eb6cf21a-e6b2-4c86-a131-bf30462897e2"",""conversationId"":""0a28f210-50ca-416b-a719-a20af4f2d87b"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/668,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""2c366369-c3b7-4739-b490-83d9a7d04b98"",""conversationId"":""92e47fc8-b612-46e3-a9ff-e98481df900e"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/669,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""f34244a0-757c-425c-9072-038e985e823c"",""conversationId"":""e2259ce2-fe8d-4e3d-9504-eb3c678553fc"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/670,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""124debc7-d286-49d7-a728-4a4e91a05ee1"",""conversationId"":""f76ad4df-d0af-4362-af3d-db29e22b391b"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/671,0.0,None,4,15839.7,groq,2639,stop,
gsm8k/test/672,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""8bb8ea61-d730-4afc-a8c7-4b10e5d23a17"",""conversationId"":""debb5e69-99a1-4532-9123-bb5bcb8f4fe7"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/673,0.0,None,9,5250.2,groq,1545,stop,
gsm8k/test/674,1.0,12,12,22127.4,gemini,19753,stop,
gsm8k/test/675,0.0,None,33,23938.0,gemini,22685,length,
gsm8k/test/676,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""1a84d2c7-3f03-473f-ac59-23758bf67446"",""conversationId"":""527cb5a9-6447-44cc-af89-5502ae066a2e"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → gemini:failed(unknown) → gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(mo"
gsm8k/test/677,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""6502a061-4418-45d5-a4be-1d211834d388"",""conversationId"":""44cfd215-18f9-4afb-93c0-f5d4888c250c"",""error"":""All providers exhausted | task=research | chain=gemini:failed(unknown) → openrouter:failed(model_not_found) → groq:failed(unknown) → gemini:failed(unknown) → openroute"
gsm8k/test/678,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""53735f20-3645-4380-ace8-699f2b1259d8"",""conversationId"":""14c57bd1-3ffc-463b-92c7-b2ee6e17bd38"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/679,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""e1293443-4622-452c-bfe2-5ae5bedde4d4"",""conversationId"":""ae152ef0-09f6-473b-b7f0-3fd2401b8860"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(rate_limit) → gemini:failed(unknown) → groq:failed(u"
gsm8k/test/680,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""786fb4fc-37c2-493d-acc6-16d0e3a78992"",""conversationId"":""6311a531-51bd-4d87-a02d-15431658cc42"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(rate_limit) → gemini:failed(unknown) → groq:failed(u"
gsm8k/test/681,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""2dc3083a-17c7-45d3-a028-9e3aa54f93b2"",""conversationId"":""1214611e-fc19-4deb-badb-4fe6154f5c5e"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/682,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""d10cfac0-d381-475f-866e-18cb699d508d"",""conversationId"":""40cf6eac-2099-465d-b8f1-7bce5e3e84fc"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/683,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""c27750f9-bde3-4e65-8a74-a4fac878cd9a"",""conversationId"":""02cc26d5-96c8-47b9-9d16-c048f0d1a37f"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/684,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""3f1c353d-b676-4277-99cf-365e36f04518"",""conversationId"":""456860f0-f8ee-462a-9550-579ef70d55df"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/685,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""181b0b05-4a34-4c41-b620-c1fee423a6e5"",""conversationId"":""7c9f1e37-8aa9-4f8c-9d80-4691851b29c1"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/686,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""39f6d1a2-0d66-42d0-9aff-2430e8f3c58c"",""conversationId"":""8a9952b8-0a5b-4d0c-af6b-d46d7e59869a"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/687,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""aef03496-b19c-4da7-be64-adb3e8eb8a5a"",""conversationId"":""2cb1b58b-6fb6-432b-bc5f-e4a6809047dd"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/688,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""7e520a30-2fa2-4771-b179-4320e39c7659"",""conversationId"":""4e040c6b-265d-4701-8705-d21d84831541"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/689,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""834d1535-98fe-4f8a-a761-9693d0b697d5"",""conversationId"":""5e67f01a-a4ad-4e54-b40a-946b550ac487"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/690,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""e49788eb-5e8f-427c-bae5-81b693763b86"",""conversationId"":""f9aca57f-492a-46a3-a705-eefb2ab145ca"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/691,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""b21567f2-5fc5-4e24-a02a-7dbc0b2156d5"",""conversationId"":""63adbb52-35bf-4c5c-9a0f-b5d959befcc4"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/692,1.0,32,32,28298.5,gemini,18789,stop,
gsm8k/test/693,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""0b114a83-9d1f-4f3c-a495-d41b7ab22dae"",""conversationId"":""a466ee3f-4027-443d-9f30-1a0fb0bbdee1"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/694,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""71549380-6207-453a-9d86-c9153cc81a59"",""conversationId"":""ebd6b165-9516-4658-961e-c4164ebf1042"",""error"":""All providers exhausted | task=coding | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:failed"
gsm8k/test/695,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""98a0c37a-b220-4e46-a492-e28dfa1f372e"",""conversationId"":""024dfe66-cbd2-49ab-ae3b-c2fbc1601c86"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(rate_limit) → gemini:failed(unknown) → groq:failed(u"
gsm8k/test/696,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""c496132d-af78-4fa3-a7b9-b0b334c3b0f5"",""conversationId"":""c314d7fd-8c8a-4777-94aa-d4fe467e9c5d"",""error"":""All providers exhausted | task=coding | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:failed"
gsm8k/test/697,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""606a10ac-630f-4d3e-9677-0ca31584e358"",""conversationId"":""2ec8d8c0-0fa7-45bb-9181-e1436d600b6e"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(rate_limit) → gemini:failed(unknown) → groq:failed(u"
gsm8k/test/698,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""b5d926c8-e813-4d98-ba20-599bc2b525ae"",""conversationId"":""523fbf29-57fa-4488-bf88-261c53ac2f2f"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/699,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""96c25f3e-6a49-4994-a17e-84c9166476f0"",""conversationId"":""d19f0aa7-4388-40a8-9b73-6de6e8bfb3fe"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/700,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""0dfeaa15-ab0a-418a-9036-2a75b6263431"",""conversationId"":""166c12a5-0ab3-4320-9c8a-75230c8e3802"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/701,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""f03f900b-50fe-481a-8feb-2e2b6d70bb16"",""conversationId"":""62af78eb-de2d-4e77-8164-a3a0156af9de"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/702,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""0ee5af30-3359-49c9-ad19-43f517bb8e0e"",""conversationId"":""2eda0cd8-8887-4d87-aaea-9632b49e1c15"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/703,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""166877a1-2c62-442e-8737-5d3557c81d81"",""conversationId"":""3887d92d-4d83-4d6f-96cd-16e5e90636ec"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/704,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""d391caac-28e8-4ac3-ba70-475928398464"",""conversationId"":""a14b9bec-6920-4612-b7ab-13c609d8a409"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/705,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""404258f1-ca64-455b-b9c0-68dc50b9e221"",""conversationId"":""ed91fa17-2287-416c-bb76-8e543a92200c"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/706,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""e9cab7d1-0dbe-4555-b388-f285189d594e"",""conversationId"":""9d15814a-38e7-4e56-bc0b-e34fa75b6027"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/707,1.0,8,8,38921.1,gemini,24050,stop,
gsm8k/test/708,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""5e822b47-8d01-4017-9e50-73be38886f52"",""conversationId"":""f37ccf9b-495d-46da-a738-45fb4635b0a1"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/709,1.0,3000,3000,29912.0,gemini,24882,stop,
gsm8k/test/710,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""a49f98a9-63f8-4f07-a647-96ba06802a19"",""conversationId"":""f08e62ac-28cf-4b0b-933f-4bf4000405ff"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/711,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""80e5e07e-cb46-46f5-b3ab-6ef8b22d0e21"",""conversationId"":""12c68db6-0bcc-4aae-8923-4d1bee5106f2"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/712,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""9421838f-1e0b-4ad3-b922-d23dc0e0569f"",""conversationId"":""0cbab2cf-d7ff-4d15-a1b4-c6ebb2161350"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/713,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""8347ca36-aae6-49e1-9350-13928c8b9792"",""conversationId"":""ac2d50b2-7b83-414b-b030-7271071b9035"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/714,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""843725e9-aa4c-4e14-a8da-778be6ddb448"",""conversationId"":""3d26d1e8-37fc-4816-9625-ee65cc75496f"",""error"":""All providers exhausted | task=coding | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:failed"
gsm8k/test/715,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""bf6f4f49-732a-42be-a04f-aee9645ea720"",""conversationId"":""521edcd5-9c98-4333-8441-63b33b7cac47"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(rate_limit) → gemini:failed(unknown) → groq:failed(u"
gsm8k/test/716,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""62191f41-fb14-41e4-82e5-ebd088110cc2"",""conversationId"":""1fc659a5-1e82-4a40-96bd-b965809e5eee"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/717,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""73578aa4-6798-426e-81c8-5c54a4b3d25a"",""conversationId"":""38e2521b-9351-4f20-8d58-24f4c5d07401"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/718,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""4f3519b2-a952-49e2-bc75-a6b7af1268ae"",""conversationId"":""76a3079d-e333-4ede-93b0-4ef94b592224"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/719,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""e80e1398-7415-4a7a-aaaa-69c25b3f0bf4"",""conversationId"":""9f5e00f3-9e0a-47f4-baaf-af9125aaaf8c"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/720,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""ad34eb06-3058-47af-bf9c-20ff445b2d24"",""conversationId"":""7cc2474c-296f-4f0b-86dc-f16e5a3901bd"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/721,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""b3bdcd47-b9b6-4184-9b98-3f10c6de4df0"",""conversationId"":""1523283d-91bb-4e35-83e3-2e8a98a344b1"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/722,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""94e4071e-7f9c-417a-85db-9de2c71fb3b5"",""conversationId"":""75129241-b514-48fd-b808-23c90b648038"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/723,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""ddf23d0c-2130-4246-a984-b18924c98998"",""conversationId"":""c25bf921-eb31-4291-b50c-1c14434a2f43"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/724,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""60c3c7f1-6cc3-482d-93b4-06d1317b9c14"",""conversationId"":""3af47155-6d02-4a39-a23a-2da444b7d673"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/725,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""56eccad8-fe14-453c-9e4a-88fcda2fb918"",""conversationId"":""92c3a34e-20f7-491f-8da0-ae01f229c22e"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/726,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""015b7760-14a2-4807-b47c-868d3cdcdde8"",""conversationId"":""f18b6f95-0f25-4574-b400-c3371210cc03"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/727,1.0,112,112,47906.6,gemini,34913,stop,
gsm8k/test/728,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""c2ac883e-46fc-4f91-b379-6319c91cc1ec"",""conversationId"":""64e2ee32-ee32-499f-ba9c-989420d34d62"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/729,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""58900241-be6e-44e5-ae1e-ea2de65fa79a"",""conversationId"":""4527636a-aa4f-49ca-9c86-48d448517920"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
gsm8k/test/730,,,,,,,,"HTTP 503 from http://127.0.0.1:8877/api/aqua/chat: {""success"":false,""requestId"":""d2d7a2b3-9d8e-4abf-a215-0a18fe5d8593"",""conversationId"":""b926e58e-dd27-4266-9506-2c83e6d05529"",""error"":""All providers exhausted | task=reasoning | chain=gemini:failed(unknown) → groq:failed(unknown) → openrouter:failed(model_not_found) → gemini:failed(unknown) → groq:fai"
